,股票代码,股票简称,基本每股收益(元)2019.03.31,基本每股收益(元)2018.12.31,基本每股收益(元)2018.09.30,基本每股收益(元)2018.06.30,基本每股收益(元)2017.12.31,账面市值比(%)2019.05.10,总市值(元)2019.05.10,城市,省份
247,000697.SZ,炼石航空,-0.05,0.04,-0.38,-0.23,0.1,0.48,7555680664,咸阳市,陕西省
248,000698.SZ,沈阳化工,0.04,0.14,0.12,0.08,0.27,1.19,3458350747,沈阳市,辽宁省
249,000700.SZ,模塑科技,0.07,0.01,0.01,0.02,0.16,0.57,3267366664,无锡市,江苏省
250,000701.SZ,厦门信达,-0.07,-0.23,-0.06,0,-0.08,1.47,2659249386,厦门市,福建省
251,000702.SZ,正虹科技,-0.02,0.21,0.18,0.12,0.06,0.27,1957097788,岳阳市,湖南省
252,000703.SZ,恒逸石化,0.15,0.8,0.97,0.48,1,0.45,39499984089,北海市,广西壮族自治区
253,000705.SZ,浙江震元,0.05,0.21,0.17,0.13,0.18,0.49,2338863002,绍兴市,浙江省
254,000707.SZ,ST双环,0.02,0.29,0.25,0.71,-1.61,0.36,1531681025,孝感市,湖北省
255,000708.SZ,大冶特钢,0.19,1.14,0.85,0.57,0.88,--,6147908006,黄石市,湖北省
256,000709.SZ,河钢股份,0.03,0.32,0.32,0.17,0.17,1.64,32174381792,石家庄市,河北省
257,000710.SZ,贝瑞基因,0.47,0.76,0.67,0.41,0.92,0.37,12748080847,成都市,四川省
258,000711.SZ,京蓝科技,-0.07,0.12,0.17,0.13,0.43,0.51,5793959839,哈尔滨市,黑龙江省
259,000712.SZ,锦龙股份,0.1,-0.2,-0.09,-0.05,0.22,0.21,11441920000,东莞市,广东省
260,000713.SZ,丰乐种业,0.11,0.18,-0.07,0.01,0.04,0.46,3274871251,合肥市,安徽省
261,000715.SZ,中兴商业,0.07,0.32,0.22,0.14,0.3,0.53,2614286220,沈阳市,辽宁省
262,000716.SZ,黑芝麻,0.01,0.08,0.07,0.02,0.18,0.51,4448519594,玉林市,广西壮族自治区
263,000717.SZ,韶钢松山,0.17,1.37,1.14,0.73,1.04,0.57,11565326680,韶关市,广东省
264,000718.SZ,苏宁环球,0.06,0.34,0.19,0.14,0.38,0.78,11410232804,吉林市,吉林省
265,000719.SZ,中原传媒,0.09,0.72,0.48,0.34,0.68,0.68,7684260155,焦作市,河南省
266,000720.SZ,新能泰山,0.29,0.83,0.43,0.44,-0.45,0.28,7209148878,泰安市,山东省
267,000721.SZ,西安饮食,-0.02,0.02,-0.01,0,-0.02,0.32,2360534502,西安市,陕西省
268,000722.SZ,湖南发展,0.07,0.2,0.17,0.11,0.19,0.86,3402280207,长沙市,湖南省
269,000723.SZ,美锦能源,0.09,0.44,0.29,0.13,0.26,0.08,63375306615,太原市,山西省
270,000725.SZ,京东方A,0.03,0.1,0.1,0.09,0.22,0.64,1.20713E+11,朝阳区,北京市
271,000726.SZ,鲁泰A,0.23,0.9,0.64,0.41,0.91,0.74,8165623578,淄博市,山东省
272,000727.SZ,华东科技,-0.06,-0.22,-0.35,-0.21,0,1.01,10553891063,南京市,江苏省
273,000728.SZ,国元证券,0.13,0.2,0.1,0.07,0.4,0.77,30894803891,合肥市,安徽省
274,000729.SZ,燕京啤酒,0.02,0.06,0.22,0.18,0.06,0.75,21336342811,顺义区,北京市
275,000731.SZ,四川美丰,0.05,0.37,0.36,0.21,0.26,0.75,3460183459,遂宁市,四川省
276,000732.SZ,泰禾集团,0.78,2.05,1.16,0.79,1.71,0.36,20396547301,三明市,福建省
277,000733.SZ,振华科技,0.21,0.55,0.45,0.35,0.43,0.48,8612697989,贵阳市,贵州省
278,000735.SZ,罗牛山,-0.01,0.34,0.34,0.29,0.13,0.34,11353923879,海口市,海南省
279,000736.SZ,中交地产,0.2,1.82,0.66,0.68,2.08,0.44,4680803684,江北区,重庆市
280,000737.SZ,ST南风,0.01,0.49,-0.3,-0.21,-0.77,0.03,1909684800,运城市,山西省
281,000738.SZ,航发控制,0.06,0.23,0.2,0.15,0.19,0.27,16210839238,无锡市,江苏省
282,000739.SZ,普洛药业,0.09,0.31,0.23,0.16,0.22,0.2,11207758409,金华市,浙江省
283,000750.SZ,国海证券,0.06,0.02,0.03,0.02,0.09,0.61,21836507415,桂林市,广西壮族自治区
284,000751.SZ,锌业股份,0.02,0.04,0.04,0.04,0.15,0.52,4737160777,葫芦岛市,辽宁省
285,000752.SZ,*ST西发,-0.08,-1.56,0,0.03,0.04,0.19,1587826116,拉萨市,西藏自治区
286,000753.SZ,漳州发展,0.03,0.09,0.06,0.05,0.09,0.66,3400780074,漳州市,福建省
287,000755.SZ,山西路桥,0.02,0.1,-0.22,-0.2,0.23,0.38,2153924610,临汾市,山西省
288,000756.SZ,新华制药,0.12,0.4,0.31,0.26,0.45,0.67,3881381124,淄博市,山东省
289,000757.SZ,浩物股份,0.01,0.18,0.17,0.13,0.1,0.21,2371011069,内江市,四川省
290,000758.SZ,中色股份,0.04,0.06,0.09,0.06,0.1,0.45,8704652634,丰台区,北京市
291,000759.SZ,中百集团,0.04,0.63,0.69,0.67,0.1,0.52,5414120925,武汉市,湖北省
292,000760.SZ,*ST斯太,-0.02,-1.7,-0.44,-0.19,-0.21,0.42,1790679537,荆州市,湖北省
293,000761.SZ,本钢板材,0.07,0.27,0.21,0.2,0.51,1.23,14934101051,本溪市,辽宁省
294,000762.SZ,西藏矿业,0,-0.35,-0.15,-0.07,0.07,0.58,3942601647,拉萨市,西藏自治区
295,000766.SZ,通化金马,0.05,0.34,0.19,0.14,0.27,0.53,8253864798,通化市,吉林省
296,000767.SZ,漳泽电力,0,0.1,0.06,0.11,-0.51,0.92,8800054746,太原市,山西省
297,000768.SZ,中航飞机,0.01,0.2,0.08,0.06,0.17,0.37,43661532770,西安市,陕西省
298,000776.SZ,广发证券,0.38,0.56,0.54,0.38,1.13,0.79,99818460269,广州市,广东省
299,000777.SZ,中核科技,0.03,0.27,0.14,0.07,0.12,0.27,5087951459,苏州市,江苏省
300,000778.SZ,新兴铸管,0.08,0.53,0.45,0.28,0.28,0.97,17879143188,邯郸市,河北省
301,000779.SZ,三毛派神,0.15,0.62,-0.03,-0.03,0.43,0.39,4259701802,兰州市,甘肃省
302,000780.SZ,平庄能源,-0.17,-0.25,-0.05,-0.02,0.48,1.14,3823934841,赤峰市,内蒙古自治区
303,000782.SZ,美达股份,0.02,0.07,0.07,0.05,0.07,0.65,2434723662,江门市,广东省
304,000783.SZ,长江证券,0.14,0.05,0.1,0.07,0.28,0.57,45176386294,武汉市,湖北省
305,000785.SZ,武汉中商,0.18,0.26,0.38,0.41,1.42,0.48,2328825140,武汉市,湖北省
306,000786.SZ,北新建材,0.19,1.46,1.16,0.73,1.31,0.23,32675081664,海淀区,北京市
307,000788.SZ,北大医药,0.03,0.08,0.06,0.04,0.06,0.23,4171911975,北碚区,重庆市
308,000789.SZ,万年青,0.36,1.85,1.42,0.84,0.75,0.37,8133211520,上饶市,江西省
309,000790.SZ,泰合健康,0.02,0.06,0.03,0.02,0.4,0.31,2940039890,成都市,四川省
310,000791.SZ,甘肃电投,-0.02,0.5,0.51,0.13,0.25,1.21,5995733159,兰州市,甘肃省
311,000792.SZ,*ST盐湖,-0.1,-1.24,-0.44,-0.42,-1.49,1.35,19864825985,海西蒙古族藏族自治州,青海省
312,000793.SZ,华闻传媒,0.02,-2.5,0.01,0.04,0.14,0.83,7629477646,海口市,海南省
313,000795.SZ,英洛华,0.03,0.1,0.06,0.02,0.09,0.3,5543715264,太原市,山西省
314,000796.SZ,凯撒旅游,0.04,0.24,0.38,0.1,0.27,0.26,6102801961,宝鸡市,陕西省
315,000797.SZ,中国武夷,0.04,0.21,0.14,0.08,0.25,0.81,6353745648,福州市,福建省
316,000798.SZ,中水渔业,-0.07,0.18,0.19,-0.01,0.17,0.4,1935897300,西城区,北京市
317,000799.SZ,酒鬼酒,0.22,0.69,0.5,0.35,0.54,0.27,7271910572,湘西土家族苗族自治州,湖南省
318,000800.SZ,一汽轿车,0.02,0.1,0.08,0.05,0.17,0.6,15835575000,长春市,吉林省
319,000801.SZ,四川九洲,0.01,0.09,0.02,0.01,0.01,0.32,6239120541,绵阳市,四川省
320,000802.SZ,北京文化,-0.04,0.45,0.06,0.06,0.43,0.62,7395249634,门头沟区,北京市
321,000803.SZ,金宇车城,-0.13,0.06,-0.07,0.01,0.13,0.06,1896803761,南充市,四川省
322,000806.SZ,ST银河,-0.01,-0.64,-0.11,-0.06,0.01,0.36,3684704403,北海市,广西壮族自治区
323,000807.SZ,云铝股份,0.02,-0.56,0.04,0.02,0.25,0.78,12173937182,昆明市,云南省
324,000809.SZ,铁岭新城,-0.04,0.12,0.01,0.01,0.12,1.36,2226936491,铁岭市,辽宁省
325,000810.SZ,创维数字,0.11,0.32,0.22,0.16,0.09,0.38,10698068669,遂宁市,四川省
326,000811.SZ,冰轮环境,0.26,0.43,0.3,0.17,0.48,0.48,5675040572,烟台市,山东省
327,000812.SZ,陕西金叶,0,0.03,0.03,0.03,0.06,0.38,3013275047,西安市,陕西省
328,000813.SZ,德展健康,0.05,0.42,0.33,0.2,0.36,0.44,21899277186,乌鲁木齐市,新疆维吾尔自治区
329,000815.SZ,美利云,-0.01,0.06,0.05,0.04,0.04,0.21,9740635120,中卫市,宁夏回族自治区
330,000816.SZ,*ST慧业,0,0.03,-0.06,-0.06,-0.19,1.17,2951110901,盐城市,江苏省
331,000818.SZ,航锦科技,0.16,0.73,0.48,0.35,0.37,0.32,8231700000,葫芦岛市,辽宁省
332,000819.SZ,岳阳兴长,0.03,0.19,0.15,0.09,-0.04,0.3,2680820428,岳阳市,湖南省
333,000820.SZ,*ST节能,-0.06,-1.1,-0.2,-0.13,0.55,1.42,2427904296,南昌市,江西省
334,000821.SZ,京山轻机,0.18,0.27,0.5,0.41,0.32,0.53,4806441050,荆门市,湖北省
335,000822.SZ,山东海化,0.1,0.66,0.53,0.4,0.77,0.72,4923005593,潍坊市,山东省
336,000823.SZ,超声电子,0.06,0.5,0.34,0.14,0.36,0.56,5181721900,汕头市,广东省
337,000825.SZ,太钢不锈,0.06,0.87,0.71,0.5,0.81,1.26,24379940567,太原市,山西省
338,000826.SZ,启迪桑德,0.11,0.38,0.54,0.39,1.27,0.82,15621920321,宜昌市,湖北省
339,000828.SZ,东莞控股,0.27,1.01,0.68,0.43,0.85,0.66,9418023948,东莞市,广东省
340,000829.SZ,天音控股,0.01,-0.22,0.01,0.01,0.24,0.41,6090908375,赣州市,江西省
341,000830.SZ,鲁西化工,0.24,2.02,1.54,1.13,1.24,0.37,19453351132,聊城市,山东省
342,000831.SZ,五矿稀土,0.01,0.1,0.08,0.07,0.03,0.29,11358694400,运城市,山西省
343,000833.SZ,粤桂股份,0.01,0.13,0.15,0.11,0.12,0.67,3682894199,贵港市,广西壮族自治区
344,000835.SZ,长城动漫,-0.02,-1.37,-0.06,0.02,0.39,0.04,1509632928,成都市,四川省
345,000836.SZ,富通鑫茂,0.01,0.06,0.07,0.03,0.07,0.22,5389710299,滨海新区,天津市
346,000837.SZ,秦川机床,0.01,-0.4,-0.03,0.01,0.02,0.63,3231108441,宝鸡市,陕西省
347,000838.SZ,财信发展,-0.02,0.1,0.02,0.02,0.18,0.36,3983673055,江北区,重庆市
348,000839.SZ,中信国安,0.01,0.51,0,0,0.07,0.42,17560822057,海淀区,北京市
349,000848.SZ,承德露露,0.23,0.42,0.36,0.26,0.42,0.21,8454781970,承德市,河北省
350,000850.SZ,华茂股份,0.45,0.13,0.14,0.14,0.11,0.98,4963677947,安庆市,安徽省
351,000851.SZ,高鸿股份,-0.02,0.04,0.04,0.04,0.29,0.55,5581923682,贵阳市,贵州省
352,000852.SZ,石化机械,0.02,0.02,-0.06,-0.14,0.02,0.34,4964708827,武汉市,湖北省
353,000856.SZ,冀东装备,-0.01,0.1,0.07,0.09,0.07,0.12,2991860000,唐山市,河北省
354,000858.SZ,五粮液,1.67,3.47,2.47,1.86,2.55,0.14,3.85056E+11,宜宾市,四川省
355,000859.SZ,国风塑业,0.01,0.14,0.1,0.06,0.08,0.39,4126129493,合肥市,安徽省
356,000860.SZ,顺鑫农业,0.75,1.3,0.94,0.84,0.77,0.25,32580688543,顺义区,北京市
357,000861.SZ,海印股份,0.01,0.06,0.06,0.03,0.09,0.53,5756250609,广州市,广东省
358,000862.SZ,银星能源,0.01,0.08,0.08,0.07,-0.27,0.67,3904838053,银川市,宁夏回族自治区
359,000863.SZ,三湘印象,0.28,-0.33,0.08,0.03,0.19,0.99,6993482600,杨浦区,上海市
360,000868.SZ,*ST安凯,0.03,-1.25,-0.36,-0.2,-0.33,0.16,2515319046,合肥市,安徽省
361,000869.SZ,张裕A,0.67,1.52,1.12,0.93,1.51,0.61,16398515196,烟台市,山东省
362,000875.SZ,吉电股份,0.07,0.05,0,0.07,-0.16,0.96,6868204736,长春市,吉林省
363,000876.SZ,新希望,0.16,0.4,0.34,0.2,0.54,0.16,74286184459,绵阳市,四川省
364,000877.SZ,天山股份,0.16,1.18,0.73,0.29,0.3,0.73,10801846478,乌鲁木齐市,新疆维吾尔自治区
365,000878.SZ,云南铜业,0.1,0.09,0.28,0.19,0.16,0.45,17200747027,昆明市,云南省
366,000880.SZ,潍柴重机,0.04,0.15,0.22,0.16,0.09,0.6,2250219075,潍坊市,山东省
367,000881.SZ,中广核技,0.02,0.31,0.18,0.11,0.37,0.84,8804731755,大连市,辽宁省
368,000882.SZ,华联股份,0.01,0.01,0.11,0.11,0.01,1,7472970815,通州区,北京市
369,000883.SZ,湖北能源,0.06,0.28,0.27,0.22,0.33,0.89,25769499965,武汉市,湖北省
370,000885.SZ,城发环境,0.29,1.17,0.88,0.58,1.22,0.3,5375816876,郑州市,河南省
371,000886.SZ,海南高速,0.03,0.17,0.16,0.08,0.1,0.65,3994866332,海口市,海南省
372,000887.SZ,中鼎股份,0.25,0.92,0.86,0.57,0.93,0.46,12684320787,宣城市,安徽省
373,000888.SZ,峨眉山A,0.04,0.4,0.32,0.13,0.37,0.72,3356436460,乐山市,四川省
374,000889.SZ,中嘉博创,0.08,0.4,0.26,0.18,0.37,0.42,7139317092,秦皇岛市,河北省
375,000890.SZ,法尔胜,0.02,-0.38,0.1,0.11,0.38,0.33,2217106944,无锡市,江苏省
376,000892.SZ,欢瑞世纪,0.01,0.33,0.18,0.05,0.43,1.05,4277074862,涪陵区,重庆市
377,000893.SZ,*ST东凌,0,0,0.01,-0.01,-0.91,0.67,5381582264,广州市,广东省
378,000895.SZ,双汇发展,0.39,1.49,1.11,0.72,1.31,0.15,83676798082,漯河市,河南省
379,000897.SZ,*ST津滨,-0.01,-0.08,-0.02,-0.01,-0.07,0.43,4253425975,滨海新区,天津市
380,000898.SZ,鞍钢股份,0.06,1.1,0.95,0.48,0.78,1.43,36279979286,鞍山市,辽宁省
381,000899.SZ,赣能股份,0.09,0.19,0.19,0.1,0.02,0.52,5083281130,南昌市,江西省
382,000900.SZ,现代投资,0.19,0.63,0.53,0.33,0.57,1.3,7255219437,长沙市,湖南省
383,000901.SZ,航天科技,-0.01,0.26,0.09,0.07,0.42,0.44,7812505933,哈尔滨市,黑龙江省
384,000902.SZ,新洋丰,0.26,0.63,0.56,0.41,0.52,0.3,13527968737,荆门市,湖北省
385,000903.SZ,云内动力,0.07,0.12,0.1,0.09,0.15,1.01,5774446511,昆明市,云南省
386,000905.SZ,厦门港务,0.02,0.05,0.04,0.04,0.2,0.61,4104630000,厦门市,福建省
387,000906.SZ,浙商中拓,0.27,0.39,0.26,0.16,0.34,0.57,4654439657,杭州市,浙江省
388,000908.SZ,景峰医药,0.02,0.21,0.13,0.08,0.18,1.08,4469253703,岳阳市,湖南省
389,000909.SZ,数源科技,0.01,0.12,0.09,0.06,0.1,0.35,2467584466,杭州市,浙江省
390,000910.SZ,大亚圣象,0.11,1.31,0.8,0.32,1.22,0.43,6725317200,镇江市,江苏省
391,000911.SZ,*ST南糖,-0.82,-4.21,-2,-1.53,-0.6,0.09,2527831309,南宁市,广西壮族自治区
392,000912.SZ,泸天化,0.02,0.35,0.24,0.46,-2.54,0.65,8247680000,泸州市,四川省
393,000913.SZ,钱江摩托,0.03,0.14,0.16,0.15,0.18,0.28,4671420800,台州市,浙江省
394,000915.SZ,山大华特,0.1,0.55,0.61,0.35,1.04,0.14,5049843502,临沂市,山东省
395,000917.SZ,电广传媒,0.01,0.06,-0.1,-0.02,-0.33,0.87,10518268028,长沙市,湖南省
396,000918.SZ,嘉凯城,-0.06,-0.87,-0.3,-0.13,1.1,0.39,12593256670,杭州市,浙江省
397,000919.SZ,金陵药业,0.42,0.48,0.24,0.18,0.27,0.54,4284000000,南京市,江苏省
398,000920.SZ,南方汇通,0.06,0.21,0.16,0.09,0.27,0.38,3245180000,贵阳市,贵州省
399,000921.SZ,海信家电,0.31,1.01,0.86,0.59,1.47,0.39,16506945549,佛山市,广东省
400,000922.SZ,佳电股份,0.2,0.57,0.53,0.31,0.22,0.45,5251657012,佳木斯市,黑龙江省
401,000923.SZ,河北宣工,0.16,0.21,0.11,0.09,0.47,0.61,10430608797,张家口市,河北省
402,000925.SZ,众合科技,0.02,0.05,0.07,0.03,0.17,0.52,3740652977,杭州市,浙江省
403,000926.SZ,福星股份,0.23,1.17,0.7,0.6,0.89,1.24,6939354438,孝感市,湖北省
404,000927.SZ,一汽夏利,-0.12,0.02,-0.63,-0.4,-1.03,0.38,7305897012,西青区,天津市
405,000928.SZ,中钢国际,0.13,0.35,0.22,0.19,0.33,0.62,6886512922,吉林市,吉林省
406,000929.SZ,兰州黄河,0.14,-0.36,-0.18,-0.17,0.09,0.27,1526996520,兰州市,甘肃省
407,000930.SZ,中粮生化,0.03,0.26,0.35,0.19,0.25,0.62,15594118542,蚌埠市,安徽省
408,000931.SZ,中关村,0.02,0.12,0.13,0.06,0.02,0.23,6145516173,海淀区,北京市
409,000932.SZ,华菱钢铁,0.36,2.25,1.82,1.14,1.37,0.3,20174698667,长沙市,湖南省
410,000933.SZ,神火股份,0.03,0.13,0.15,0.17,0.19,0.7,8438220000,商丘市,河南省
411,000935.SZ,四川双马,0.22,0.91,0.65,0.38,0.27,0.27,11787518742,绵阳市,四川省
412,000936.SZ,华西股份,0.4,0.36,0.33,0.11,0.22,0.55,7938675468,无锡市,江苏省
413,000937.SZ,冀中能源,0.07,0.25,0.24,0.17,0.3,1.49,14240193806,邢台市,河北省
414,000938.SZ,紫光股份,0.26,1.17,0.8,0.7,1.51,0.41,56588723240,海淀区,北京市
415,000939.SZ,*ST凯迪,-0.13,-1.22,-0.44,-0.24,-0.61,1.41,4126075269,武汉市,湖北省
416,000948.SZ,南天信息,-0.2,0.3,0.08,-0.17,0.09,0.49,3183437440,昆明市,云南省
417,000949.SZ,新乡化纤,0.01,0.09,0.07,0.02,0.02,0.98,3848427510,新乡市,河南省
418,000950.SZ,重药控股,0.08,0.4,0.26,0.18,0.64,0.65,9937062002,渝北区,重庆市
419,000951.SZ,中国重汽,0.46,1.35,1.09,0.72,1.34,0.45,12777378432,济南市,山东省
420,000952.SZ,广济药业,0.12,0.68,0.53,0.47,0.42,0.33,2554810957,黄冈市,湖北省
421,000953.SZ,*ST河化,-0.06,-0.93,-0.33,-0.24,0.1,-0.23,1182118937,河池市,广西壮族自治区
422,000955.SZ,欣龙控股,0.01,-0.2,-0.06,-0.05,0.08,0.25,2713510800,澄迈县,海南省
423,000957.SZ,中通客车,0.01,0.06,0.06,0.05,0.32,0.52,5039683456,聊城市,山东省
424,000958.SZ,东方能源,0.09,0.13,0.12,0.11,0.08,0.35,7704889850,石家庄市,河北省
425,000959.SZ,首钢股份,0.05,0.45,0.4,0.27,0.42,1.35,19676529312,石景山区,北京市
426,000960.SZ,锡业股份,0.12,0.53,0.44,0.27,0.46,0.58,18106223712,昆明市,云南省
427,000961.SZ,中南建设,0.13,0.59,0.34,0.25,0.16,0.41,31829987878,南通市,江苏省
428,000962.SZ,东方钽业,0.01,0.07,0.01,-0.04,-0.86,0.34,3178403363,石嘴山市,宁夏回族自治区
429,000963.SZ,华东医药,0.62,1.55,1.24,0.89,1.83,0.16,52785921389,杭州市,浙江省
430,000965.SZ,天保基建,-0.02,0.09,0.34,0.22,0.41,1.11,4550306670,滨海新区,天津市
431,000966.SZ,长源电力,0.2,0.19,0.15,0.02,-0.11,0.45,5807408579,武汉市,湖北省
432,000967.SZ,盈峰环境,0.08,0.41,0.23,0.17,0.32,0.93,21319038864,绍兴市,浙江省
433,000968.SZ,蓝焰控股,0.13,0.7,0.49,0.34,0.53,0.29,11135955617,太原市,山西省
434,000969.SZ,安泰科技,0.05,-0.21,-0.08,-0.01,0.06,0.47,7941302671,海淀区,北京市
435,000970.SZ,中科三环,0.04,0.23,0.18,0.11,0.27,0.24,10140704000,海淀区,北京市
436,000971.SZ,*ST高升,0.05,-2.13,0.02,0.03,0.31,0.58,3243705540,仙桃市,湖北省
437,000972.SZ,ST中基,-0.01,-0.55,-0.15,-0.11,0.05,0.29,2398691931,五家渠市,新疆维吾尔自治区
438,000973.SZ,佛塑科技,0.01,0.12,0.04,0.03,0.11,0.49,4169593867,佛山市,广东省
439,000975.SZ,银泰资源,0.09,0.33,0.24,0.14,0.3,0.51,18683374103,锡林郭勒盟,内蒙古自治区
440,000976.SZ,华铁股份,0.01,0.09,0.13,0.09,0.31,0.49,8026264344,江门市,广东省
441,000977.SZ,浪潮信息,0.07,0.51,0.29,0.15,0.39,0.25,32463369666,济南市,山东省
442,000978.SZ,桂林旅游,-0.01,0.22,0.22,0.08,0.15,0.68,2124590000,桂林市,广西壮族自治区
443,000980.SZ,众泰汽车,0.05,0.39,0.2,0.15,0.71,1.67,10361400282,黄山市,安徽省
444,000981.SZ,ST银亿,0.01,-0.14,0.21,0.17,0.4,1.62,10271374199,兰州市,甘肃省
445,000982.SZ,*ST中绒,-0.13,-1.65,-0.29,-0.22,0.03,-0.41,3249077902,银川市,宁夏回族自治区
446,000983.SZ,西山煤电,0.19,0.57,0.48,0.35,0.5,0.84,19695000000,太原市,山西省
447,000985.SZ,大庆华科,0.06,-0.02,-0.07,-0.03,0.37,0.26,1805878235,大庆市,黑龙江省
448,000987.SZ,越秀金控,0.1,0.2,0.13,0.08,0.29,0.7,26730510961,广州市,广东省
449,000988.SZ,华工科技,0.1,0.28,0.26,0.18,0.36,0.29,14026762763,武汉市,湖北省
450,000989.SZ,九芝堂,0.09,0.38,0.38,0.38,0.83,0.94,9067364681,长沙市,湖南省
451,000990.SZ,诚志股份,0.07,0.68,0.52,0.26,0.65,0.54,26952286378,南昌市,江西省
452,000993.SZ,闽东电力,0.06,-0.85,-0.18,-0.2,0.06,0.55,3306409505,宁德市,福建省
453,000995.SZ,*ST皇台,-0.04,-0.54,-0.24,-0.17,-1.06,-0.12,1325237760,武威市,甘肃省
454,000996.SZ,中国中期,0,0.04,0.02,0.02,0.09,0.1,5219850000,朝阳区,北京市
455,000997.SZ,新大陆,0.24,0.58,0.47,0.33,0.69,0.25,18084240098,福州市,福建省
456,000998.SZ,隆平高科,0.1,0.63,0.06,0.13,0.61,0.34,18424414469,长沙市,湖南省
457,000999.SZ,华润三九,1.19,1.46,1.14,0.84,1.33,0.25,27174264000,深圳市,广东省
458,001696.SZ,宗申动力,0.06,0.33,0.26,0.15,0.24,0.41,8301445170,巴南区,重庆市
459,001872.SZ,招商港口,0.45,0.61,0.7,0.49,0.78,1.01,27996434430,深圳市,广东省
460,001896.SZ,豫能控股,0.04,-0.57,-0.27,-0.27,0.05,1.19,4648374902,郑州市,河南省
461,001965.SZ,招商公路,0.17,0.63,0.49,0.33,0.6,0.84,50908462735,滨海新区,天津市
462,001979.SZ,招商蛇口,0.32,1.89,1.02,0.88,1.55,0.24,1.66782E+11,深圳市,广东省
463,002001.SZ,新和成,0.24,1.43,1.18,0.96,1.57,0.3,40781610454,绍兴市,浙江省
464,002002.SZ,鸿达兴业,0.07,0.24,0.26,0.16,0.41,0.33,13668408806,扬州市,江苏省
465,002003.SZ,伟星股份,0.03,0.41,0.4,0.24,0.63,0.36,5571450146,台州市,浙江省
466,002004.SZ,华邦健康,0.05,0.25,0.24,0.15,0.25,0.77,10196583834,渝北区,重庆市
467,002005.SZ,*ST德豪,-0.05,-0.33,0.01,0.01,-0.67,2.18,3335320800,珠海市,广东省
468,002006.SZ,精功科技,-0.06,0.01,0.07,0.07,0.22,0.43,2321316000,绍兴市,浙江省
469,002007.SZ,华兰生物,0.28,1.23,0.82,0.49,0.88,0.1,39594325544,新乡市,河南省
470,002008.SZ,大族激光,0.15,1.61,1.55,0.95,1.56,0.15,40548577122,深圳市,广东省
471,002009.SZ,天奇股份,0.1,0.37,0.37,0.31,0.23,0.55,3401643804,无锡市,江苏省
472,002010.SZ,传化智联,0.05,0.25,0.12,0.08,0.14,0.55,24270719351,杭州市,浙江省
473,002011.SZ,盾安环境,0.06,-2.36,0.05,0.06,0.1,0.57,4420962708,绍兴市,浙江省
474,002012.SZ,凯恩股份,0,0.05,0.04,0.02,0.07,0.46,2469062482,丽水市,浙江省
475,002013.SZ,中航机电,0.02,0.23,0.14,0.08,0.24,0.26,26307018995,襄阳市,湖北省
476,002014.SZ,永新股份,0.1,0.45,0.3,0.18,0.61,0.4,3963463618,黄山市,安徽省
477,002015.SZ,霞客环保,-0.01,0.01,0,0,0.02,0.23,2344117376,无锡市,江苏省
478,002016.SZ,世荣兆业,0.26,0.98,0.71,0.55,1.13,0.44,7427497902,珠海市,广东省
479,002017.SZ,东信和平,0.02,0.11,0.09,0.06,0.11,0.23,5969518943,珠海市,广东省
480,002018.SZ,*ST华信,-0.01,-0.53,-0.55,-0.3,0.2,1.08,2687836358,马鞍山市,安徽省
481,002019.SZ,亿帆医药,0.12,0.61,0.59,0.45,1.15,0.3,16028622383,杭州市,浙江省
482,002020.SZ,京新药业,0.19,0.51,0.47,0.29,0.39,0.36,8959417920,绍兴市,浙江省
483,002021.SZ,*ST中捷,0,-0.34,0.03,0.04,-0.14,0.52,1540705690,台州市,浙江省
484,002022.SZ,科华生物,0.1,0.41,0.39,0.27,0.42,0.33,5224373317,徐汇区,上海市
485,002023.SZ,海特高新,0.05,0.08,0.06,0.04,0.05,0.36,8922565925,成都市,四川省
486,002024.SZ,苏宁易购,0.01,1.44,0.66,0.65,0.45,0.46,1.08276E+11,南京市,江苏省
487,002025.SZ,航天电器,0.18,0.84,0.62,0.37,0.73,0.2,11239800000,贵阳市,贵州省
488,002026.SZ,山东威达,0.07,0.37,0.35,0.19,0.3,0.95,2528992482,威海市,山东省
489,002027.SZ,分众传媒,0.02,0.4,0.33,0.23,0.49,0.59,86599493652,广州市,广东省
490,002028.SZ,思源电气,0.03,0.39,0.32,0.18,0.33,0.39,8225464431,闵行区,上海市
491,002029.SZ,七匹狼,0.12,0.46,0.28,0.18,0.42,1.05,5100772500,泉州市,福建省
492,002030.SZ,达安基因,0.04,0.13,0.1,0.07,0.12,0.16,8843304836,广州市,广东省
493,002031.SZ,巨轮智能,0,0.02,0.02,0.01,0.03,0.59,5036616084,揭阳市,广东省
494,002032.SZ,苏泊尔,0.63,2.04,1.35,0.9,1.6,0.05,55672128048,台州市,浙江省
495,002033.SZ,丽江旅游,0.06,0.35,0.37,0.22,0.37,0.79,3340903523,丽江市,云南省
496,002034.SZ,旺能环境,0.15,0.74,0.54,0.3,1.22,0.53,6977464504,湖州市,浙江省
497,002035.SZ,华帝股份,0.15,0.77,0.5,0.59,0.88,0.19,11408203225,中山市,广东省
498,002036.SZ,联创电子,0.07,0.44,0.33,0.17,0.5,0.48,6504797576,南昌市,江西省
499,002037.SZ,久联发展,-0.03,0.36,0.23,0.14,0.23,0.71,3842487435,贵阳市,贵州省
